system:index,district,month,ndvi,.geo
0_00000000000000000000,Alappuzha,2024-01,0.370276669005444,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000001,Ernakulam,2024-01,0.38890798719039044,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000002,Idukki,2024-01,0.46547503040129373,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000003,Kannur,2024-01,0.39561117380867944,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000004,Kasaragod,2024-01,0.39676081012915887,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000005,Kollam,2024-01,0.4158685554154816,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000006,Kottayam,2024-01,0.43477967715923227,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000007,Kozhikode,2024-01,0.41096931903634387,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000008,Malappuram,2024-01,0.3872862218036772,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_00000000000000000009,Palakkad,2024-01,0.41801076809340654,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000a,Pathanamthitta,2024-01,0.45503664631056645,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000b,Thiruvananthapuram,2024-01,0.42320274520264284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000c,Thrissur,2024-01,0.4200945330901663,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_0000000000000000000d,Wayanad,2024-01,0.41042844311930365,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000000,Alappuzha,2024-02,0.359314970756958,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000001,Ernakulam,2024-02,0.3821507537137362,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000002,Idukki,2024-02,0.4508793589102221,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000003,Kannur,2024-02,0.43101679504380536,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000004,Kasaragod,2024-02,0.4141033852257417,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000005,Kollam,2024-02,0.40086795052515517,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000006,Kottayam,2024-02,0.44204094987749926,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000007,Kozhikode,2024-02,0.4231338971619503,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000008,Malappuram,2024-02,0.39459524296121795,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_00000000000000000009,Palakkad,2024-02,0.3964176722991524,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000a,Pathanamthitta,2024-02,0.45005837851356134,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000b,Thiruvananthapuram,2024-02,0.4116706998997193,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000c,Thrissur,2024-02,0.4017675572515195,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0000000000000000000d,Wayanad,2024-02,0.4051401970659329,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000000,Alappuzha,2024-03,0.32454545424819986,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000001,Ernakulam,2024-03,0.35932274215652993,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000002,Idukki,2024-03,0.43643512478435653,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000003,Kannur,2024-03,0.4046616055710061,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000004,Kasaragod,2024-03,0.39079893766768115,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000005,Kollam,2024-03,0.4104729670524035,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000006,Kottayam,2024-03,0.42769380536397045,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000007,Kozhikode,2024-03,0.39785928591299885,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000008,Malappuram,2024-03,0.3752599880049384,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_00000000000000000009,Palakkad,2024-03,0.3624241937721024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000a,Pathanamthitta,2024-03,0.44892138792956493,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000b,Thiruvananthapuram,2024-03,0.42415770607487724,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000c,Thrissur,2024-03,0.37291169378528743,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0000000000000000000d,Wayanad,2024-03,0.3884281497757523,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000000,Alappuzha,2024-04,0.2662313445915134,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000001,Ernakulam,2024-04,0.37471524111109417,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000002,Idukki,2024-04,0.43928922289473615,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000003,Kannur,2024-04,0.40445586976926784,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000004,Kasaragod,2024-04,0.3983294194866231,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000005,Kollam,2024-04,0.4169277487561642,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000006,Kottayam,2024-04,0.4287138051855471,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000007,Kozhikode,2024-04,0.4149474982580332,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000008,Malappuram,2024-04,0.3732464532150967,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000009,Palakkad,2024-04,0.3547757010038788,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000a,Pathanamthitta,2024-04,0.46499816779468883,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000b,Thiruvananthapuram,2024-04,0.4193855391694194,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000c,Thrissur,2024-04,0.3772684659502107,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0000000000000000000d,Wayanad,2024-04,0.3997160438426907,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000000,Alappuzha,2024-05,0.28562733752235614,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000001,Ernakulam,2024-05,0.38638870783062645,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000002,Idukki,2024-05,0.44551611877493263,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000003,Kannur,2024-05,0.4170787728427492,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000004,Kasaragod,2024-05,0.3993907330678463,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000005,Kollam,2024-05,0.4757186831891317,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000006,Kottayam,2024-05,0.4504797323763715,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000007,Kozhikode,2024-05,0.3712688810092734,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000008,Malappuram,2024-05,0.33648784003839466,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000009,Palakkad,2024-05,0.34501739544141335,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000a,Pathanamthitta,2024-05,0.5014266191088722,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000b,Thiruvananthapuram,2024-05,,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000c,Thrissur,2024-05,0.3970895567235316,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0000000000000000000d,Wayanad,2024-05,0.40936904501669696,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000000,Alappuzha,2024-06,0.2069969540878937,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000001,Ernakulam,2024-06,0.13645293240984482,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000002,Idukki,2024-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000003,Kannur,2024-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000004,Kasaragod,2024-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000005,Kollam,2024-06,0.4370681433955663,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000006,Kottayam,2024-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000007,Kozhikode,2024-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000008,Malappuram,2024-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000009,Palakkad,2024-06,0.46292361299745644,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000000a,Pathanamthitta,2024-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000000b,Thiruvananthapuram,2024-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000000c,Thrissur,2024-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0000000000000000000d,Wayanad,2024-06,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000000,Alappuzha,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000001,Ernakulam,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000002,Idukki,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000003,Kannur,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000004,Kasaragod,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000005,Kollam,2024-07,0.4529811987797561,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000006,Kottayam,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000007,Kozhikode,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000008,Malappuram,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000009,Palakkad,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000000a,Pathanamthitta,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000000b,Thiruvananthapuram,2024-07,0.4766671959657338,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000000c,Thrissur,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0000000000000000000d,Wayanad,2024-07,,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000000,Alappuzha,2024-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000001,Ernakulam,2024-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000002,Idukki,2024-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000003,Kannur,2024-08,0.43052478435975555,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000004,Kasaragod,2024-08,0.44146969613475723,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000005,Kollam,2024-08,0.4035712630317309,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000006,Kottayam,2024-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000007,Kozhikode,2024-08,0.46118957441547637,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000008,Malappuram,2024-08,0.4170124790768194,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000009,Palakkad,2024-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000a,Pathanamthitta,2024-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000b,Thiruvananthapuram,2024-08,0.4414767457980325,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000c,Thrissur,2024-08,,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0000000000000000000d,Wayanad,2024-08,0.4609176515951708,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000000,Alappuzha,2024-09,0.1306037826018325,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000001,Ernakulam,2024-09,0.44384929066053874,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000002,Idukki,2024-09,0.4952754028534345,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000003,Kannur,2024-09,0.44681329032619976,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000004,Kasaragod,2024-09,0.47698197296031775,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000005,Kollam,2024-09,0.3643992851653952,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000006,Kottayam,2024-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000007,Kozhikode,2024-09,0.4801824788976863,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000008,Malappuram,2024-09,0.43655581920676495,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000009,Palakkad,2024-09,0.46561855259695256,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000a,Pathanamthitta,2024-09,,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000b,Thiruvananthapuram,2024-09,0.4492017786386989,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000c,Thrissur,2024-09,0.473937074523941,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0000000000000000000d,Wayanad,2024-09,0.49102840152867855,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000000,Alappuzha,2024-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000001,Ernakulam,2024-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000002,Idukki,2024-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000003,Kannur,2024-10,0.3310420459273356,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000004,Kasaragod,2024-10,0.44564914860247057,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000005,Kollam,2024-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000006,Kottayam,2024-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000007,Kozhikode,2024-10,0.37751571902320336,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000008,Malappuram,2024-10,0.37649838116375295,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000009,Palakkad,2024-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000a,Pathanamthitta,2024-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000b,Thiruvananthapuram,2024-10,,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000c,Thrissur,2024-10,0.3678651239759719,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0000000000000000000d,Wayanad,2024-10,0.4153315903795089,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000000,Alappuzha,2024-11,0.31242387151554274,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000001,Ernakulam,2024-11,0.4085610768471608,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000002,Idukki,2024-11,0.48528007527790396,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000003,Kannur,2024-11,0.44267478456618997,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000004,Kasaragod,2024-11,0.4630455219538669,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000005,Kollam,2024-11,0.42742845194668866,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000006,Kottayam,2024-11,0.4551747937521166,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000007,Kozhikode,2024-11,0.439757423521773,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000008,Malappuram,2024-11,0.42079938239645037,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000009,Palakkad,2024-11,0.4107490928165727,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000a,Pathanamthitta,2024-11,0.4583247469607218,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000b,Thiruvananthapuram,2024-11,0.33667262420644284,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000c,Thrissur,2024-11,0.42238135005991806,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0000000000000000000d,Wayanad,2024-11,0.4672607239525241,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000000,Alappuzha,2024-12,0.35107599766457387,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000001,Ernakulam,2024-12,0.4015667120508841,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000002,Idukki,2024-12,0.47594068558588176,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000003,Kannur,2024-12,0.4488929149612333,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000004,Kasaragod,2024-12,0.44505392018157613,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000005,Kollam,2024-12,0.44892718122009506,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000006,Kottayam,2024-12,0.44260662841819065,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000007,Kozhikode,2024-12,0.4481621489964785,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000008,Malappuram,2024-12,0.42657663366338927,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000009,Palakkad,2024-12,0.4346203274459285,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000a,Pathanamthitta,2024-12,0.4765869335577016,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000b,Thiruvananthapuram,2024-12,0.4601187185519899,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000c,Thrissur,2024-12,0.4362852310386339,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0000000000000000000d,Wayanad,2024-12,0.45195422101305555,"{""type"":""MultiPoint"",""coordinates"":[]}"
