latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
28.9924,79.42035,320.55,1.11,1.05,2025-07-01,0858,Aqua,MODIS,39,6.1NRT,298.09,8.36,D
28.37876,76.69808,314.97,1.6,1.25,2025-07-01,0858,Aqua,MODIS,64,6.1NRT,291.69,11.33,D
28.47672,76.80362,313.19,1.57,1.23,2025-07-01,0858,Aqua,MODIS,51,6.1NRT,290.82,8.73,D
28.37423,76.68804,316.75,1.6,1.25,2025-07-01,0858,Aqua,MODIS,68,6.1NRT,291.54,14.24,D
30.90033,75.33252,316.9,1.29,1.13,2025-07-02,0423,Terra,MODIS,59,6.1NRT,295.59,9.14,D
9.17751,78.0461,320.86,1.06,1.03,2025-07-02,0932,Aqua,MODIS,59,6.1NRT,287.1,9.9,D
9.76937,78.38072,328.39,1.1,1.05,2025-07-02,0934,Aqua,MODIS,79,6.1NRT,294.26,20.42,D
30.89114,74.31934,321.34,1.18,1.08,2025-07-02,0939,Aqua,MODIS,58,6.1NRT,298.86,8.59,D
30.70247,74.20597,324.3,1.16,1.07,2025-07-02,0939,Aqua,MODIS,63,6.1NRT,298.65,10.24,D
30.70097,74.19421,323.02,1.16,1.07,2025-07-02,0939,Aqua,MODIS,59,6.1NRT,298.22,8.32,D
30.90039,75.30681,319.27,1.33,1.14,2025-07-02,0939,Aqua,MODIS,58,6.1NRT,293.59,10.8,D
30.98768,74.91756,321.64,1.27,1.12,2025-07-02,0939,Aqua,MODIS,65,6.1NRT,295.58,12.82,D
31.05444,74.62933,319.88,1.23,1.1,2025-07-02,0939,Aqua,MODIS,29,6.1NRT,297.65,8.31,D
31.05294,74.61684,319.73,1.23,1.1,2025-07-02,0939,Aqua,MODIS,50,6.1NRT,297.77,8.45,D
24.13813,82.575,307.01,1.37,1.16,2025-07-02,1520,Terra,MODIS,30,6.1NRT,288.37,10.28,N
23.76211,86.40253,318.43,1.08,1.04,2025-07-03,0837,Aqua,MODIS,54,6.1NRT,294.54,8.5,D
23.77449,86.36208,314.59,1.08,1.04,2025-07-03,0837,Aqua,MODIS,26,6.1NRT,290,6.75,D
29.47726,75.63066,316.87,2.45,1.51,2025-07-04,0404,Terra,MODIS,44,6.1NRT,293.48,23.32,D
12.31246,79.68008,322.27,1,1,2025-07-04,0408,Terra,MODIS,74,6.1NRT,296.43,11.64,D
9.96987,78.63792,319.19,1,1,2025-07-04,0410,Terra,MODIS,63,6.1NRT,298.8,6.05,D
9.66753,78.10507,324.43,1.02,1.01,2025-07-04,0410,Terra,MODIS,74,6.1NRT,302.83,7.54,D
9.30215,78.73441,327.82,1.27,1.12,2025-07-04,0911,Aqua,MODIS,76,6.1NRT,302.45,12.78,D
9.32588,78.82136,324.66,1.25,1.11,2025-07-04,0911,Aqua,MODIS,52,6.1NRT,303.24,8.42,D
11.78034,78.76291,321.1,1.17,1.08,2025-07-04,0913,Aqua,MODIS,71,6.1NRT,297.24,14.41,D
26.91851,69.88316,327.74,2.5,1.52,2025-07-04,0917,Aqua,MODIS,28,6.1NRT,296.7,42.67,D
29.09644,77.26654,318.22,1,1,2025-07-04,0917,Aqua,MODIS,46,6.1NRT,296.85,7.15,D
27.58887,72.13532,327.5,1.68,1.27,2025-07-04,0917,Aqua,MODIS,44,6.1NRT,300.08,21.82,D
31.07189,75.20725,325.96,1.04,1.02,2025-07-04,0920,Aqua,MODIS,56,6.1NRT,298.63,13.17,D
30.2536,76.21095,322.57,1.01,1,2025-07-04,0920,Aqua,MODIS,71,6.1NRT,299.16,8.65,D
23.78019,86.21115,303.22,1.09,1.04,2025-07-04,2123,Aqua,MODIS,43,6.1NRT,285.95,4.32,N
30.3591,74.96731,328.28,1.03,1.02,2025-07-05,0444,Terra,MODIS,79,6.1NRT,298.88,16.49,D
8.77102,77.97875,339.07,2.02,1.38,2025-07-05,0952,Aqua,MODIS,89,6.1NRT,302.94,74.54,D
8.77333,77.99656,324.1,2.02,1.39,2025-07-05,0952,Aqua,MODIS,75,6.1NRT,302.2,18.62,D
27.50184,72.42697,330.75,1.5,1.21,2025-07-05,0956,Aqua,MODIS,59,6.1NRT,300.16,19.44,D
27.52308,72.42397,341.91,1.5,1.21,2025-07-05,0956,Aqua,MODIS,85,6.1NRT,300.55,49.49,D
12.87656,80.19134,319.55,2.06,1.4,2025-07-06,0854,Aqua,MODIS,39,6.1NRT,293.92,18.56,D
27.10148,80.43073,318.77,1.13,1.06,2025-07-06,0856,Aqua,MODIS,65,6.1NRT,297.92,8.04,D
9.74257,77.77423,311.37,1.28,1.12,2025-07-06,1616,Terra,MODIS,82,6.1NRT,283.7,13.67,N
9.7446,77.77914,321.27,1.28,1.12,2025-07-06,1616,Terra,MODIS,100,6.1NRT,284.1,25.47,N
8.6189,78.00067,305.68,1.28,1.12,2025-07-06,1616,Terra,MODIS,65,6.1NRT,293.99,6,N
9.7441,77.78574,312.9,1.28,1.12,2025-07-06,1616,Terra,MODIS,86,6.1NRT,282.52,14.71,N
9.21224,78.0026,340.19,1.54,1.22,2025-07-07,0429,Terra,MODIS,90,6.1NRT,300.72,57.13,D
8.9845,77.99672,327.54,1.55,1.23,2025-07-07,0429,Terra,MODIS,82,6.1NRT,302.35,23.29,D
9.57856,77.81209,323.86,1.47,1.2,2025-07-07,0429,Terra,MODIS,72,6.1NRT,300.71,12.82,D
9.21433,77.98904,323.85,1.54,1.22,2025-07-07,0429,Terra,MODIS,77,6.1NRT,299.76,15.31,D
13.82011,77.18317,321.63,1.02,1.01,2025-07-07,0932,Aqua,MODIS,77,6.1NRT,298.28,10.98,D
24.13923,82.57293,305.63,1.18,1.08,2025-07-07,2142,Aqua,MODIS,63,6.1NRT,292.64,5.3,N
23.16693,82.33708,303.04,1.18,1.08,2025-07-07,2142,Aqua,MODIS,53,6.1NRT,290.79,4.64,N
28.98385,96.07072,301.86,1.22,1.1,2025-07-08,0325,Terra,MODIS,26,6.1NRT,287.47,6.47,D
22.03364,83.73848,312.38,1.81,1.32,2025-07-08,0835,Aqua,MODIS,51,6.1NRT,292.26,12.02,D
24.13036,82.5725,309.26,1.98,1.37,2025-07-08,0835,Aqua,MODIS,21,6.1NRT,288.38,10.46,D
23.76007,86.40174,319.09,1.15,1.07,2025-07-08,0835,Aqua,MODIS,62,6.1NRT,293.16,11.18,D
12.60433,77.87328,304.25,1.03,1.01,2025-07-08,1556,Terra,MODIS,59,6.1NRT,291.39,4.98,N
12.08615,79.77601,312.06,1.02,1.01,2025-07-08,1556,Terra,MODIS,62,6.1NRT,294.59,8.09,N
23.16227,82.34464,304.39,1.87,1.34,2025-07-08,1601,Terra,MODIS,60,6.1NRT,292.08,9.08,N
23.16892,82.33711,308.14,1.87,1.34,2025-07-08,1601,Terra,MODIS,74,6.1NRT,292.03,13.84,N
16.00835,79.67704,321.55,1,1,2025-07-09,0408,Terra,MODIS,63,6.1NRT,299.18,8.78,D
15.94613,79.71741,315.4,1,1,2025-07-09,0408,Terra,MODIS,49,6.1NRT,296.28,4.93,D
13.59008,79.3457,310.86,1,1,2025-07-09,0410,Terra,MODIS,13,6.1NRT,277.44,4.88,D
11.68415,79.36501,327.58,1,1,2025-07-09,0410,Terra,MODIS,80,6.1NRT,300.68,15.42,D
11.68286,79.37395,349.42,1,1,2025-07-09,0410,Terra,MODIS,95,6.1NRT,299.98,50.94,D
9.54984,77.8401,323.67,1.02,1.01,2025-07-09,0412,Terra,MODIS,71,6.1NRT,305.43,6.62,D
9.01821,78.26968,318.87,1,1,2025-07-09,0412,Terra,MODIS,0,6.1NRT,300.13,5.39,D
8.67726,78.07455,319.94,1.61,1.25,2025-07-09,0909,Aqua,MODIS,65,6.1NRT,300.98,12.16,D
9.32932,77.52966,321.2,1.73,1.29,2025-07-09,0909,Aqua,MODIS,50,6.1NRT,298.8,12.41,D
8.67949,78.08865,322.65,1.61,1.25,2025-07-09,0909,Aqua,MODIS,70,6.1NRT,300.4,18.14,D
9.33174,77.54474,322.29,1.72,1.29,2025-07-09,0909,Aqua,MODIS,58,6.1NRT,300.19,13.77,D
11.68681,78.65876,322.3,1.31,1.14,2025-07-09,0911,Aqua,MODIS,74,6.1NRT,297.08,20.64,D
17.29946,82.37113,307.22,1.07,1.03,2025-07-09,0911,Aqua,MODIS,29,6.1NRT,278.94,4.14,D
11.685,78.64748,324.05,1.31,1.14,2025-07-09,0911,Aqua,MODIS,76,6.1NRT,295.51,23.71,D
24.13778,82.58046,301.54,1.15,1.07,2025-07-09,2118,Aqua,MODIS,32,6.1NRT,287.21,4.01,N
24.14496,82.57607,304.25,1.16,1.07,2025-07-09,2118,Aqua,MODIS,57,6.1NRT,287.22,5.12,N
17.60176,83.18833,306.52,1,1,2025-07-09,2121,Aqua,MODIS,25,6.1NRT,286.03,5.2,N
27.25281,93.95895,315.61,1.01,1.01,2025-07-10,0816,Aqua,MODIS,55,6.1NRT,297.45,5.27,D
17.60285,83.18332,314.52,1.01,1,2025-07-10,1539,Terra,MODIS,89,6.1NRT,293.66,8.81,N
13.20739,77.97934,301.84,1.9,1.35,2025-07-10,1539,Terra,MODIS,45,6.1NRT,289.63,7.89,N
9.75125,77.66348,302.11,1.93,1.36,2025-07-10,2203,Aqua,MODIS,31,6.1NRT,289.04,9.09,N
9.7561,77.67443,302.46,1.93,1.36,2025-07-10,2203,Aqua,MODIS,33,6.1NRT,290.58,8.92,N
21.7588,84.02026,313.75,1.02,1.01,2025-07-11,0852,Aqua,MODIS,17,6.1NRT,294.05,5.56,D
24.02796,69.51764,318.69,3.73,1.81,2025-07-11,1032,Aqua,MODIS,52,6.1NRT,288.68,41.19,D
18.69598,73.04173,304.07,1.01,1,2025-07-11,1620,Terra,MODIS,17,6.1NRT,291.62,4.26,N
21.10944,72.64524,320.43,1.01,1.01,2025-07-11,1620,Terra,MODIS,83,6.1NRT,293.05,14.82,N
15.17531,76.65873,304.89,1.32,1.14,2025-07-11,1620,Terra,MODIS,47,6.1NRT,291.48,6.56,N
18.51192,74.2278,301.59,1.08,1.04,2025-07-11,1620,Terra,MODIS,43,6.1NRT,290.55,3.47,N
15.16638,76.67097,314.41,1.11,1.05,2025-07-12,0429,Terra,MODIS,33,6.1NRT,294.93,7.01,D
12.54755,80.01262,323.33,1.21,1.09,2025-07-12,0928,Aqua,MODIS,67,6.1NRT,299.19,11.6,D
12.54609,80.00183,325.34,1.21,1.09,2025-07-12,0928,Aqua,MODIS,72,6.1NRT,300.5,14.91,D
8.86077,77.96548,337.71,1,1,2025-07-12,0928,Aqua,MODIS,86,6.1NRT,307.44,17.37,D
8.85948,77.95667,330.85,1,1,2025-07-12,0928,Aqua,MODIS,79,6.1NRT,307.01,7.3,D
9.07995,77.93172,331.65,1,1,2025-07-12,0928,Aqua,MODIS,81,6.1NRT,307.64,8.97,D
9.07866,77.9229,336.57,1,1,2025-07-12,0928,Aqua,MODIS,85,6.1NRT,308.56,15.53,D
9.38591,77.94873,335.69,1,1,2025-07-12,0928,Aqua,MODIS,69,6.1NRT,309.61,14.15,D
9.77219,78.38707,328.68,1.01,1,2025-07-12,0928,Aqua,MODIS,60,6.1NRT,304.82,12.2,D
14.84199,79.5965,328.45,1.22,1.1,2025-07-12,0930,Aqua,MODIS,74,6.1NRT,304.25,11.08,D
20.96325,85.17319,307.07,1.06,1.03,2025-07-12,1520,Terra,MODIS,29,6.1NRT,289.27,4.81,N
20.97227,85.17163,309.13,1.06,1.03,2025-07-12,1520,Terra,MODIS,50,6.1NRT,288.82,6.17,N
23.8025,86.32781,300.88,1,1,2025-07-12,1522,Terra,MODIS,35,6.1NRT,276.28,3.35,N
22.04924,83.73302,313.1,1.34,1.15,2025-07-12,2140,Aqua,MODIS,86,6.1NRT,283.48,16.69,N
22.0471,83.74549,306.59,1.34,1.15,2025-07-12,2140,Aqua,MODIS,69,6.1NRT,283.55,9.56,N
15.17885,76.6675,303.44,1.09,1.04,2025-07-12,2142,Aqua,MODIS,38,6.1NRT,291.78,4.6,N
15.18025,76.65766,302.22,1.09,1.04,2025-07-12,2142,Aqua,MODIS,14,6.1NRT,291.42,3.95,N
27.98183,94.22537,313.26,1.07,1.03,2025-07-13,0328,Terra,MODIS,65,6.1NRT,297.27,6.39,D
24.03176,69.44209,325.87,1.52,1.22,2025-07-13,1011,Aqua,MODIS,37,6.1NRT,299.4,16.77,D
24.01591,69.53993,326.08,1.54,1.22,2025-07-13,1011,Aqua,MODIS,65,6.1NRT,301.36,13.84,D
24.02691,69.44942,328.75,1.52,1.22,2025-07-13,1011,Aqua,MODIS,35,6.1NRT,300.21,22.31,D
9.34538,77.75804,309.12,1.07,1.03,2025-07-13,1556,Terra,MODIS,76,6.1NRT,288.76,6.73,N
13.90774,79.21198,300.64,1.02,1.01,2025-07-13,1558,Terra,MODIS,31,6.1NRT,271.97,4.82,N
17.23064,81.22319,313.21,1.04,1.02,2025-07-14,0408,Terra,MODIS,60,6.1NRT,291.3,5.46,D
17.65428,82.73895,314.15,1.19,1.09,2025-07-14,0408,Terra,MODIS,63,6.1NRT,282.52,12.79,D
16.7739,80.38194,314.22,1.01,1,2025-07-14,0408,Terra,MODIS,62,6.1NRT,287.01,6.93,D
17.43622,80.90294,319.06,1.02,1.01,2025-07-14,0408,Terra,MODIS,70,6.1NRT,295.4,9.49,D
17.08113,79.32406,316.95,1.01,1,2025-07-14,0408,Terra,MODIS,42,6.1NRT,296.33,6.73,D
19.09354,82.16959,308.93,1.08,1.04,2025-07-14,0408,Terra,MODIS,48,6.1NRT,287.41,4.56,D
14.54011,79.47402,310.92,1,1,2025-07-14,0410,Terra,MODIS,52,6.1NRT,285,4.58,D
14.1579,79.87139,322.12,1.01,1,2025-07-14,0410,Terra,MODIS,54,6.1NRT,299.24,9.08,D
14.15658,79.88046,322.36,1.01,1,2025-07-14,0410,Terra,MODIS,61,6.1NRT,299.49,9.19,D
12.44597,79.45166,322.82,1.01,1,2025-07-14,0410,Terra,MODIS,76,6.1NRT,295.49,11.84,D
9.34692,77.76347,325.51,1.01,1,2025-07-14,0412,Terra,MODIS,61,6.1NRT,300.87,9.86,D
9.381,77.85638,324.84,1.01,1,2025-07-14,0412,Terra,MODIS,70,6.1NRT,303.38,8.06,D
9.28056,78.4134,326.86,1,1,2025-07-14,0412,Terra,MODIS,71,6.1NRT,302.96,9.97,D
9.3381,77.76222,324.87,1.01,1,2025-07-14,0412,Terra,MODIS,52,6.1NRT,299.38,9.91,D
9.12103,77.82778,332.86,1.88,1.34,2025-07-14,0907,Aqua,MODIS,82,6.1NRT,300.8,39.71,D
9.1184,77.81136,326.43,1.89,1.34,2025-07-14,0907,Aqua,MODIS,74,6.1NRT,300.64,19.32,D
9.1161,77.82342,333.19,1.88,1.34,2025-07-14,0907,Aqua,MODIS,81,6.1NRT,300.92,40.18,D
9.68352,78.38116,327.89,1.66,1.27,2025-07-14,0909,Aqua,MODIS,70,6.1NRT,302.44,22.82,D
17.22778,81.21852,326.67,1,1,2025-07-14,0909,Aqua,MODIS,75,6.1NRT,289.11,17.48,D
26.55274,92.79007,318.83,1.04,1.02,2025-07-15,0811,Aqua,MODIS,68,6.1NRT,298.35,8.88,D
13.91086,79.20102,306.91,1.86,1.33,2025-07-15,2159,Aqua,MODIS,70,6.1NRT,290.53,15.47,N
13.91271,79.21298,308.39,1.87,1.34,2025-07-15,2159,Aqua,MODIS,60,6.1NRT,290.73,17.42,N
13.92224,79.20445,303.12,1.86,1.33,2025-07-15,2159,Aqua,MODIS,21,6.1NRT,291.07,8.9,N
13.91575,79.19477,304.69,1.86,1.33,2025-07-15,2159,Aqua,MODIS,15,6.1NRT,290.4,11.71,N
20.96599,86.01559,307.4,1,1,2025-07-16,0349,Terra,MODIS,48,6.1NRT,277.11,5.01,D
21.07604,85.04133,312.24,1.01,1,2025-07-16,0349,Terra,MODIS,66,6.1NRT,288.86,5.59,D
14.52328,80.05327,316.51,2.54,1.53,2025-07-16,0850,Aqua,MODIS,21,6.1NRT,294.37,25.56,D
24.08109,69.49707,316.53,2.26,1.46,2025-07-17,0427,Terra,MODIS,57,6.1NRT,294.18,17.59,D
24.11665,69.39757,319.07,2.3,1.47,2025-07-17,0427,Terra,MODIS,35,6.1NRT,294.11,22.43,D
16.43252,79.74014,320.79,1.7,1.28,2025-07-17,0429,Terra,MODIS,70,6.1NRT,288.78,18.94,D
16.4331,79.73376,317.6,1.7,1.28,2025-07-17,0429,Terra,MODIS,61,6.1NRT,288.96,13.84,D
13.51992,76.71597,309.43,1.03,1.02,2025-07-17,0926,Aqua,MODIS,33,6.1NRT,288.51,5.06,D
15.80532,79.04686,324.52,1.09,1.04,2025-07-17,0926,Aqua,MODIS,74,6.1NRT,289.65,16.75,D
15.80667,79.05675,318.5,1.09,1.04,2025-07-17,0926,Aqua,MODIS,56,6.1NRT,289.74,9.13,D
20.96379,85.16702,304.66,1.04,1.02,2025-07-17,1522,Terra,MODIS,28,6.1NRT,286.24,3.33,N
20.79236,85.2578,311.01,1.04,1.02,2025-07-17,1522,Terra,MODIS,81,6.1NRT,292.28,7.08,N
29.02241,96.36722,310.41,1.36,1.15,2025-07-18,0328,Terra,MODIS,52,6.1NRT,280.86,16.89,D
28.97868,96.14297,302.79,1.32,1.14,2025-07-18,0328,Terra,MODIS,45,6.1NRT,287.79,6.78,D
20.9621,86.01217,317.8,1.52,1.22,2025-07-18,0330,Terra,MODIS,68,6.1NRT,292.3,16.02,D
23.76276,86.39931,316.8,1.56,1.23,2025-07-18,0330,Terra,MODIS,35,6.1NRT,293.38,11.79,D
23.67346,86.08818,314.93,1.64,1.26,2025-07-18,0330,Terra,MODIS,62,6.1NRT,293.22,11.49,D
20.38339,85.48267,314.3,1.86,1.33,2025-07-18,0828,Aqua,MODIS,39,6.1NRT,294,15.84,D
20.35918,85.4166,314.98,1.88,1.34,2025-07-18,0828,Aqua,MODIS,28,6.1NRT,294.09,19.15,D
19.09196,82.16447,302.76,1.75,1.3,2025-07-18,1601,Terra,MODIS,51,6.1NRT,287.91,7.33,N
18.26298,83.53648,305,2.15,1.43,2025-07-18,1601,Terra,MODIS,62,6.1NRT,292.93,10.47,N
28.1184,81.12665,315.25,1.03,1.01,2025-07-19,0406,Terra,MODIS,40,6.1NRT,300.04,6.83,D
28.74129,80.16917,314.38,1.11,1.05,2025-07-19,0406,Terra,MODIS,28,6.1NRT,298.32,6.92,D
21.76064,84.0228,313.73,1.28,1.12,2025-07-19,0408,Terra,MODIS,36,6.1NRT,293.67,6.94,D
24.15984,82.56627,311.51,1.04,1.02,2025-07-19,0408,Terra,MODIS,50,6.1NRT,294.29,4.63,D
22.04365,83.72816,322.28,1.22,1.1,2025-07-19,0408,Terra,MODIS,76,6.1NRT,293.82,17.98,D
22.04182,83.73956,323.6,1.22,1.1,2025-07-19,0408,Terra,MODIS,77,6.1NRT,293.02,19.82,D
22.03465,83.35994,314.05,1.17,1.07,2025-07-19,0408,Terra,MODIS,56,6.1NRT,295.58,7.73,D
21.07658,85.03924,314.24,1.52,1.22,2025-07-19,0408,Terra,MODIS,63,6.1NRT,293.32,11.55,D
20.95904,85.18661,312.98,1.56,1.23,2025-07-19,0408,Terra,MODIS,51,6.1NRT,291.59,8.61,D
15.8857,80.57602,319.14,1.04,1.02,2025-07-19,0410,Terra,MODIS,44,6.1NRT,297.68,7.62,D
17.52701,82.96024,317.05,1.27,1.12,2025-07-19,0410,Terra,MODIS,71,6.1NRT,297.28,7.43,D
18.45432,80.45984,315.04,1.01,1,2025-07-19,0410,Terra,MODIS,0,6.1NRT,293.8,6.4,D
18.68386,79.75858,311.48,1,1,2025-07-19,0410,Terra,MODIS,0,6.1NRT,289.66,6.33,D
20.95871,86.00605,317.24,1.58,1.24,2025-07-19,0909,Aqua,MODIS,65,6.1NRT,293.99,14.23,D
28.58407,77.60504,312.64,1.07,1.03,2025-07-19,0909,Aqua,MODIS,27,6.1NRT,292.49,3.89,D
