latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
22.3776,87.27955,315.35,1.04,1.02,2025-09-01,0334,Terra,MODIS,18,6.1NRT,292.65,7.65,D
23.77218,86.20019,306.31,1.18,1.08,2025-09-01,0334,Terra,MODIS,46,6.1NRT,285.43,5.86,D
23.77604,86.20689,308.24,1.18,1.08,2025-09-01,0334,Terra,MODIS,45,6.1NRT,285.68,5.9,D
22.36465,87.30773,314,1.04,1.02,2025-09-01,0334,Terra,MODIS,43,6.1NRT,291.7,5.98,D
23.15034,82.34336,302.08,1.37,1.16,2025-09-01,2153,Aqua,MODIS,47,6.1NRT,280.78,7.7,N
11.73175,79.45352,318.99,1.28,1.12,2025-09-02,0417,Terra,MODIS,73,6.1NRT,296.45,11.87,D
10.48149,77.94267,319.58,1.1,1.05,2025-09-02,0417,Terra,MODIS,69,6.1NRT,299.92,4.76,D
23.76582,86.40296,303.74,1.1,1.05,2025-09-02,1507,Terra,MODIS,11,6.1NRT,281.71,4.25,N
20.96988,85.17046,302.12,1.39,1.17,2025-09-02,1507,Terra,MODIS,42,6.1NRT,281.86,6.05,N
22.38086,87.27921,304.43,1.05,1.02,2025-09-02,1507,Terra,MODIS,60,6.1NRT,288.18,4.29,N
22.36474,87.29803,308.31,1.05,1.02,2025-09-02,1507,Terra,MODIS,74,6.1NRT,287.08,7.04,N
23.62803,70.82861,318.25,1.07,1.03,2025-09-03,0451,Terra,MODIS,63,6.1NRT,298.33,8.13,D
23.22148,69.66352,315.03,1.01,1.01,2025-09-03,0453,Terra,MODIS,57,6.1NRT,296.24,7.43,D
8.83896,77.99139,309.72,1.42,1.18,2025-09-03,1544,Terra,MODIS,78,6.1NRT,292.21,10.39,N
8.83711,77.99858,308.64,1.42,1.18,2025-09-03,1544,Terra,MODIS,75,6.1NRT,291.75,9.38,N
23.78055,86.21014,300.39,1.13,1.06,2025-09-03,2129,Aqua,MODIS,18,6.1NRT,287.17,4.85,N
12.15172,79.58297,302.83,1.08,1.04,2025-09-03,2133,Aqua,MODIS,52,6.1NRT,285.75,5.48,N
9.26922,77.47312,304.3,1.28,1.12,2025-09-03,2136,Aqua,MODIS,59,6.1NRT,283.84,7.45,N
20.78907,85.26262,304.06,1.11,1.05,2025-09-04,0353,Terra,MODIS,24,6.1NRT,275.26,4.6,D
23.68114,86.39749,310.25,1.16,1.07,2025-09-04,0353,Terra,MODIS,0,6.1NRT,291.1,7.24,D
20.79066,85.25227,307.23,1.11,1.05,2025-09-04,0353,Terra,MODIS,43,6.1NRT,273.81,6.88,D
9.54974,78.78977,315,1.11,1.05,2025-09-04,0357,Terra,MODIS,45,6.1NRT,285.47,6.83,D
23.75941,86.40437,310.58,2.13,1.42,2025-09-04,0824,Aqua,MODIS,47,6.1NRT,290.79,15.64,D
26.47889,88.30759,316.04,1.39,1.17,2025-09-04,0824,Aqua,MODIS,68,6.1NRT,294.23,11,D
8.97257,77.83123,305.09,2.07,1.4,2025-09-04,1622,Terra,MODIS,45,6.1NRT,293.03,11.02,N
18.15392,78.8699,307.64,2.06,1.4,2025-09-05,0434,Terra,MODIS,49,6.1NRT,289.85,9.29,D
17.74884,78.68477,310.28,2.03,1.39,2025-09-05,0434,Terra,MODIS,27,6.1NRT,291.26,10.61,D
11.97651,76.89008,310.39,1.9,1.35,2025-09-05,0436,Terra,MODIS,39,6.1NRT,291.78,11.45,D
9.62675,77.67745,313.76,2.43,1.5,2025-09-05,0436,Terra,MODIS,35,6.1NRT,278.17,29.85,D
9.62342,77.68244,317.51,2.43,1.5,2025-09-05,0436,Terra,MODIS,54,6.1NRT,279.37,39.41,D
17.26003,78.76898,314.22,2.05,1.39,2025-09-05,0902,Aqua,MODIS,54,6.1NRT,295.46,20.19,D
17.57085,78.50977,313.27,2.12,1.41,2025-09-05,0902,Aqua,MODIS,56,6.1NRT,293.91,15.67,D
23.77715,86.20016,314.52,1.2,1.09,2025-09-05,0905,Aqua,MODIS,30,6.1NRT,293.19,8.38,D
22.3608,87.29619,313.79,1.33,1.14,2025-09-05,0905,Aqua,MODIS,0,6.1NRT,292.42,12.54,D
22.03648,83.72982,323.1,1,1,2025-09-05,0905,Aqua,MODIS,63,6.1NRT,296.63,13.39,D
28.67854,77.03155,313.44,1.59,1.24,2025-09-05,0905,Aqua,MODIS,40,6.1NRT,292.66,10.04,D
29.49604,73.83112,316.33,2.53,1.53,2025-09-05,0905,Aqua,MODIS,42,6.1NRT,293.22,26.3,D
29.70453,73.48491,317.87,2.64,1.56,2025-09-05,0905,Aqua,MODIS,16,6.1NRT,294.17,26.91,D
29.68252,73.38069,317.68,2.69,1.57,2025-09-05,0905,Aqua,MODIS,60,6.1NRT,293.76,27.81,D
29.71673,73.50426,315.89,2.63,1.56,2025-09-05,0905,Aqua,MODIS,30,6.1NRT,293.48,23.9,D
20.784,85.26614,302.33,1.04,1.02,2025-09-05,1526,Terra,MODIS,42,6.1NRT,283.32,4.24,N
21.17959,81.38335,306.82,1.17,1.08,2025-09-05,1526,Terra,MODIS,69,6.1NRT,290.86,6.8,N
23.80339,86.32536,306.17,1.22,1.1,2025-09-05,1526,Terra,MODIS,63,6.1NRT,292.97,5.33,N
23.78008,86.21095,307.28,1.2,1.09,2025-09-05,1526,Terra,MODIS,68,6.1NRT,293.51,6.06,N
23.7746,86.35964,305.68,1.22,1.1,2025-09-05,1526,Terra,MODIS,25,6.1NRT,291.34,4.65,N
23.75951,86.39756,308.64,1.23,1.1,2025-09-05,1526,Terra,MODIS,22,6.1NRT,290.73,7.58,N
23.16539,82.33794,314.29,1.03,1.02,2025-09-05,1526,Terra,MODIS,89,6.1NRT,289.94,12.01,N
22.78856,86.20404,305.2,1.17,1.08,2025-09-05,1526,Terra,MODIS,56,6.1NRT,292.84,4.67,N
22.04202,83.73079,305.77,1,1,2025-09-05,1526,Terra,MODIS,63,6.1NRT,279.19,6.83,N
22.37139,87.30402,305.99,1.06,1.03,2025-09-05,2110,Aqua,MODIS,57,6.1NRT,292.18,4.45,N
23.76792,86.3986,307.94,1.2,1.09,2025-09-05,2110,Aqua,MODIS,17,6.1NRT,293.26,6.45,N
23.76641,86.41,307.56,1.19,1.09,2025-09-05,2110,Aqua,MODIS,22,6.1NRT,292.78,6.14,N
23.17228,82.33351,302.01,2.2,1.44,2025-09-05,2110,Aqua,MODIS,46,6.1NRT,289.03,11.28,N
23.17013,82.35438,300.51,2.19,1.44,2025-09-05,2110,Aqua,MODIS,21,6.1NRT,289,8.99,N
23.17009,82.34679,304.2,2.19,1.44,2025-09-05,2110,Aqua,MODIS,59,6.1NRT,289.21,16.28,N
22.57487,85.89764,303.88,1.23,1.1,2025-09-05,2110,Aqua,MODIS,57,6.1NRT,292.03,4.65,N
20.97372,85.17682,306.12,1.29,1.13,2025-09-05,2112,Aqua,MODIS,67,6.1NRT,291.28,8.15,N
23.69319,87.10347,314.36,1.06,1.03,2025-09-06,0334,Terra,MODIS,61,6.1NRT,296.06,6.73,D
22.37955,87.28024,314.35,1.03,1.01,2025-09-06,0334,Terra,MODIS,26,6.1NRT,295.71,6.29,D
23.80405,86.32849,316.94,1.14,1.06,2025-09-06,0334,Terra,MODIS,62,6.1NRT,296.55,8.59,D
33.79697,74.93441,306.94,2.48,1.52,2025-09-06,0510,Terra,MODIS,58,6.1NRT,292.9,18.44,D
14.3567,80.14169,327.66,1.51,1.21,2025-09-06,0939,Aqua,MODIS,76,6.1NRT,301.55,24.63,D
14.35841,80.15533,349.56,1.52,1.22,2025-09-06,0939,Aqua,MODIS,71,6.1NRT,302,89.52,D
9.31573,77.47245,328.03,1.01,1,2025-09-06,0939,Aqua,MODIS,80,6.1NRT,305.06,11.04,D
15.17292,76.66045,323.56,1.03,1.01,2025-09-06,0939,Aqua,MODIS,30,6.1NRT,303.9,10.6,D
15.17798,76.66694,305.76,1.04,1.02,2025-09-06,1605,Terra,MODIS,56,6.1NRT,295.16,4.09,N
15.17673,76.65749,306.48,1.04,1.02,2025-09-06,1605,Terra,MODIS,31,6.1NRT,295.16,4.4,N
30.47673,77.63182,302.72,1.29,1.13,2025-09-06,2146,Aqua,MODIS,51,6.1NRT,290.28,5.71,N
23.16584,82.34035,311.53,1.22,1.1,2025-09-06,2148,Aqua,MODIS,83,6.1NRT,288.7,14.12,N
15.181,76.65756,303.08,1.02,1.01,2025-09-06,2153,Aqua,MODIS,53,6.1NRT,292.65,4.28,N
15.17966,76.66673,302.97,1.02,1.01,2025-09-06,2153,Aqua,MODIS,52,6.1NRT,292.49,4.12,N
24.41201,84.25037,311.8,1.69,1.28,2025-09-07,0414,Terra,MODIS,52,6.1NRT,293.89,10.52,D
14.88796,79.35806,314.37,1.18,1.08,2025-09-07,0417,Terra,MODIS,37,6.1NRT,297.34,5.53,D
15.62852,79.29042,318.38,1.15,1.07,2025-09-07,0417,Terra,MODIS,65,6.1NRT,300.77,9.57,D
14.72525,79.80717,328.95,1.25,1.11,2025-09-07,0417,Terra,MODIS,79,6.1NRT,301.58,22.87,D
10.64725,77.95978,325.1,1.12,1.05,2025-09-07,0417,Terra,MODIS,78,6.1NRT,300.01,10.41,D
11.58302,77.88193,314.3,1.09,1.04,2025-09-07,0417,Terra,MODIS,70,6.1NRT,291.46,4.87,D
8.99606,77.77946,327.74,1.14,1.07,2025-09-07,0417,Terra,MODIS,78,6.1NRT,304.32,10.24,D
23.6814,86.39269,317.95,1.13,1.06,2025-09-07,0841,Aqua,MODIS,0,6.1NRT,298.51,9.78,D
23.77233,86.20243,321.05,1.15,1.07,2025-09-07,0841,Aqua,MODIS,74,6.1NRT,303.08,12.27,D
23.75407,85.85284,317.06,1.19,1.09,2025-09-07,0841,Aqua,MODIS,62,6.1NRT,299.16,9.25,D
20.96061,85.17791,314.48,1.44,1.19,2025-09-07,0841,Aqua,MODIS,43,6.1NRT,294.07,9.94,D
23.68718,87.11941,318.95,1.06,1.03,2025-09-07,0841,Aqua,MODIS,54,6.1NRT,301.17,9.14,D
23.67218,86.39443,319.94,1.13,1.06,2025-09-07,0841,Aqua,MODIS,63,6.1NRT,299.9,12.21,D
22.36773,87.30126,309.26,1.04,1.02,2025-09-07,1507,Terra,MODIS,71,6.1NRT,294.49,5.83,N
21.07897,85.03536,304.54,1.37,1.16,2025-09-07,1507,Terra,MODIS,60,6.1NRT,288.46,6.01,N
20.96593,85.16628,307.2,1.35,1.15,2025-09-07,1507,Terra,MODIS,71,6.1NRT,287.98,8.31,N
20.968,86.01157,302.09,1.21,1.09,2025-09-07,1507,Terra,MODIS,43,6.1NRT,285.64,5.14,N
20.96624,86.00039,301.71,1.21,1.09,2025-09-07,1507,Terra,MODIS,44,6.1NRT,285.31,4.47,N
20.96795,85.17881,307.01,1.35,1.15,2025-09-07,1507,Terra,MODIS,70,6.1NRT,288.04,8.51,N
23.76141,85.87,306.66,1.13,1.06,2025-09-07,1509,Terra,MODIS,67,6.1NRT,294.31,5.05,N
23.48573,87.36272,306.88,1.02,1.01,2025-09-07,1509,Terra,MODIS,66,6.1NRT,294.26,4.06,N
23.75977,85.85932,305.78,1.13,1.06,2025-09-07,1509,Terra,MODIS,64,6.1NRT,294.73,4.64,N
23.77505,86.20437,306.71,1.1,1.04,2025-09-07,1509,Terra,MODIS,34,6.1NRT,290.24,5.55,N
29.69945,73.98414,316.32,1.29,1.13,2025-09-08,0451,Terra,MODIS,33,6.1NRT,296.91,9.08,D
27.83731,73.94838,312.95,1.38,1.16,2025-09-08,0451,Terra,MODIS,58,6.1NRT,294.69,7.6,D
27.98553,74.2118,312.32,1.42,1.18,2025-09-08,0451,Terra,MODIS,45,6.1NRT,294.39,7.89,D
28.59161,74.05804,313.61,1.36,1.15,2025-09-08,0451,Terra,MODIS,51,6.1NRT,293.45,8.57,D
12.61995,77.71961,315.07,1.42,1.18,2025-09-08,0920,Aqua,MODIS,65,6.1NRT,298.14,10.18,D
23.7727,86.20012,316.05,2.39,1.49,2025-09-08,0922,Aqua,MODIS,65,6.1NRT,294.29,22.54,D
22.03596,83.72701,306.53,1.66,1.27,2025-09-08,1546,Terra,MODIS,6,6.1NRT,286.38,13.48,N
20.79555,85.25411,305.11,2.07,1.4,2025-09-08,1546,Terra,MODIS,60,6.1NRT,291.26,10.78,N
18.57077,74.28989,301.28,1.74,1.29,2025-09-08,1546,Terra,MODIS,36,6.1NRT,288.35,10.07,N
23.76423,86.39619,305.6,1.06,1.03,2025-09-08,2127,Aqua,MODIS,13,6.1NRT,289.67,4.42,N
23.75745,85.85997,305.18,1.03,1.01,2025-09-08,2127,Aqua,MODIS,62,6.1NRT,292.13,4.35,N
23.80232,86.33105,304.28,1.06,1.03,2025-09-08,2127,Aqua,MODIS,59,6.1NRT,286.71,4.53,N
23.68149,86.3949,310,1.06,1.03,2025-09-08,2127,Aqua,MODIS,78,6.1NRT,290,8.52,N
23.77522,86.21326,304.46,1.05,1.02,2025-09-08,2127,Aqua,MODIS,60,6.1NRT,289.11,4.42,N
23.76262,86.40621,309.49,1.06,1.03,2025-09-08,2127,Aqua,MODIS,69,6.1NRT,289.44,7.22,N
20.96426,85.17844,305.39,1.03,1.01,2025-09-08,2129,Aqua,MODIS,48,6.1NRT,293,4.05,N
21.92387,83.349,302.86,1.03,1.01,2025-09-08,2129,Aqua,MODIS,23,6.1NRT,290.6,4.3,N
20.96275,85.188,306.12,1.03,1.01,2025-09-08,2129,Aqua,MODIS,39,6.1NRT,293.06,4.51,N
20.97309,85.18,305.61,1.03,1.01,2025-09-08,2129,Aqua,MODIS,2,6.1NRT,292.29,3.87,N
20.96576,85.16891,305.93,1.03,1.01,2025-09-08,2129,Aqua,MODIS,38,6.1NRT,292.77,4.2,N
20.79428,85.25426,307.22,1.03,1.02,2025-09-08,2129,Aqua,MODIS,67,6.1NRT,291.55,5.94,N
23.77196,86.36701,314.37,1.18,1.08,2025-09-09,0353,Terra,MODIS,54,6.1NRT,293.15,7,D
20.9616,85.18805,316.84,1.12,1.05,2025-09-09,0355,Terra,MODIS,66,6.1NRT,296.74,9.78,D
21.92166,83.3513,314.05,1,1,2025-09-09,0355,Terra,MODIS,59,6.1NRT,289.55,7.78,D
21.07783,85.03395,310.61,1.1,1.05,2025-09-09,0355,Terra,MODIS,57,6.1NRT,291.62,5.87,D
21.07625,85.04421,309.12,1.1,1.05,2025-09-09,0355,Terra,MODIS,51,6.1NRT,290.28,4.73,D
20.96483,85.16718,315.94,1.12,1.05,2025-09-09,0355,Terra,MODIS,67,6.1NRT,295.83,8.67,D
20.96322,85.17758,313.8,1.12,1.05,2025-09-09,0355,Terra,MODIS,63,6.1NRT,295.09,6.83,D
18.56757,74.28149,301.58,1.6,1.25,2025-09-09,1624,Terra,MODIS,42,6.1NRT,290.9,6.34,N
18.57746,74.17622,301.06,1.57,1.24,2025-09-09,1624,Terra,MODIS,29,6.1NRT,290.79,6.46,N
21.10458,72.6372,313.47,1.34,1.15,2025-09-09,1626,Terra,MODIS,87,6.1NRT,295.94,15.03,N
19.09295,82.16319,312.39,1.27,1.12,2025-09-10,0858,Aqua,MODIS,29,6.1NRT,294.84,7.56,D
20.95987,85.1823,316.84,1,1,2025-09-10,0900,Aqua,MODIS,39,6.1NRT,299.05,6.58,D
20.4907,84.89196,313.79,1,1,2025-09-10,0900,Aqua,MODIS,48,6.1NRT,298.38,6.37,D
28.07496,76.403,314.26,2.08,1.4,2025-09-10,0902,Aqua,MODIS,34,6.1NRT,294.42,17.83,D
21.92507,83.35027,310.44,1.58,1.24,2025-09-11,0334,Terra,MODIS,59,6.1NRT,287.29,10.27,D
22.76059,88.30677,311.33,1,1,2025-09-11,0334,Terra,MODIS,57,6.1NRT,291.75,4.35,D
20.96732,86.01661,313.27,1.09,1.04,2025-09-11,0334,Terra,MODIS,51,6.1NRT,296.09,5.59,D
27.75224,96.02258,325.41,1.11,1.05,2025-09-11,0803,Aqua,MODIS,82,6.1NRT,294.68,20.23,D
27.75049,96.01175,312.93,1.11,1.05,2025-09-11,0803,Aqua,MODIS,68,6.1NRT,294.46,6.61,D
21.1075,72.64198,313.97,1.76,1.3,2025-09-12,0414,Terra,MODIS,0,6.1NRT,289.64,15.01,D
23.16419,82.33712,310.17,1.37,1.16,2025-09-12,0414,Terra,MODIS,65,6.1NRT,282.73,12.48,D
10.483,77.94144,322.39,1.15,1.07,2025-09-12,0417,Terra,MODIS,75,6.1NRT,298.8,11.56,D
20.9695,85.1725,309.48,1.31,1.14,2025-09-12,1507,Terra,MODIS,76,6.1NRT,292.19,9.11,N
21.08187,85.03855,306.96,1.33,1.14,2025-09-12,1507,Terra,MODIS,17,6.1NRT,289.95,10.09,N
23.68454,86.39417,305.3,1.07,1.03,2025-09-12,1509,Terra,MODIS,27,6.1NRT,285.33,5.18,N
22.36787,87.30318,306.25,1.03,1.01,2025-09-12,1509,Terra,MODIS,49,6.1NRT,290.2,5.37,N
22.573,85.89374,301.67,1.14,1.07,2025-09-12,1509,Terra,MODIS,43,6.1NRT,280.44,4.17,N
21.10704,72.64386,307.33,1.17,1.08,2025-09-12,2225,Aqua,MODIS,71,6.1NRT,277.9,10.26,N
28.58789,74.0574,317.88,1.39,1.17,2025-09-13,0451,Terra,MODIS,49,6.1NRT,301.07,9.05,D
23.97069,72.90279,313.27,1.42,1.18,2025-09-13,0453,Terra,MODIS,37,6.1NRT,296.68,8.4,D
23.96839,72.91624,313.61,1.42,1.18,2025-09-13,0453,Terra,MODIS,40,6.1NRT,297.05,8.67,D
21.03675,71.4253,310.8,1.29,1.13,2025-09-13,0453,Terra,MODIS,50,6.1NRT,291.88,5.51,D
21.18009,81.38602,315.4,1.02,1.01,2025-09-13,0917,Aqua,MODIS,0,6.1NRT,295.38,7.14,D
21.92113,83.34248,315.87,1.24,1.11,2025-09-13,0920,Aqua,MODIS,56,6.1NRT,296.05,9.01,D
22.04115,83.73268,320.55,1.31,1.13,2025-09-13,0920,Aqua,MODIS,69,6.1NRT,294.99,14.62,D
23.99668,69.19711,311.13,4.14,1.88,2025-09-13,0920,Aqua,MODIS,0,6.1NRT,291.06,39.28,D
26.6467,74.8457,315.06,1.43,1.18,2025-09-13,0920,Aqua,MODIS,53,6.1NRT,299.71,8.87,D
22.04449,83.73141,302.02,1.72,1.29,2025-09-13,1546,Terra,MODIS,12,6.1NRT,274.32,10.38,N
20.95593,86.05569,303.75,1.03,1.01,2025-09-13,2125,Aqua,MODIS,55,6.1NRT,288.7,4.17,N
21.92779,83.35321,305.93,1.09,1.04,2025-09-13,2125,Aqua,MODIS,66,6.1NRT,290.12,6.1,N
21.76788,84.02267,304.7,1.04,1.02,2025-09-13,2125,Aqua,MODIS,61,6.1NRT,288.62,4.85,N
21.68246,84.04179,305.11,1.03,1.02,2025-09-13,2125,Aqua,MODIS,63,6.1NRT,290.05,4.87,N
21.08126,85.04188,304.1,1,1,2025-09-13,2125,Aqua,MODIS,58,6.1NRT,291.15,4.63,N
20.96875,85.17839,305.08,1,1,2025-09-13,2125,Aqua,MODIS,63,6.1NRT,290.99,4.51,N
20.96734,85.18768,305.67,1,1,2025-09-13,2125,Aqua,MODIS,65,6.1NRT,291.12,4.84,N
22.37824,87.28011,313.54,1.43,1.18,2025-09-14,0355,Terra,MODIS,37,6.1NRT,291.63,11.37,D
22.03915,83.73576,313.25,1.01,1.01,2025-09-14,0355,Terra,MODIS,52,6.1NRT,286.64,8.63,D
21.91941,83.35457,312.15,1,1,2025-09-14,0355,Terra,MODIS,63,6.1NRT,288.61,6.09,D
21.6783,84.04303,308.18,1.03,1.01,2025-09-14,0355,Terra,MODIS,33,6.1NRT,285.81,5.09,D
19.09808,82.16726,312.92,1,1,2025-09-14,0357,Terra,MODIS,66,6.1NRT,293.36,6.9,D
9.15111,77.35258,320.04,1.24,1.11,2025-09-14,0400,Terra,MODIS,38,6.1NRT,301.56,7.73,D
11.83554,78.91727,316.49,1.1,1.05,2025-09-14,0400,Terra,MODIS,66,6.1NRT,299.19,6.49,D
9.35596,77.35793,312.39,1.64,1.26,2025-09-14,2208,Aqua,MODIS,80,6.1NRT,289.45,23.78,N
9.35635,77.36647,308.32,1.64,1.26,2025-09-14,2208,Aqua,MODIS,59,6.1NRT,287.94,18.14,N
