district,month,t2m,tp,u10,v10,fire_count,fire_label
Alappuzha,2024-01,,,,,0.0,0
Alappuzha,2024-02,,,,,0.0,0
Alappuzha,2024-03,,,,,0.0,0
Alappuzha,2024-04,,,,,0.0,0
Alappuzha,2024-05,,,,,0.0,0
Alappuzha,2024-06,,,,,0.0,0
Alappuzha,2024-07,,,,,0.0,0
Alappuzha,2024-08,,,,,0.0,0
Alappuzha,2024-09,,,,,0.0,0
Alappuzha,2024-10,,,,,0.0,0
Alappuzha,2024-11,,,,,0.0,0
Alappuzha,2024-12,,,,,0.0,0
Ernakulam,2024-01,,,,,0.0,0
Ernakulam,2024-02,,,,,0.0,0
Ernakulam,2024-03,,,,,0.0,0
Ernakulam,2024-04,,,,,0.0,0
Ernakulam,2024-05,,,,,0.0,0
Ernakulam,2024-06,,,,,0.0,0
Ernakulam,2024-07,,,,,0.0,0
Ernakulam,2024-08,,,,,0.0,0
Ernakulam,2024-09,,,,,0.0,0
Ernakulam,2024-10,,,,,0.0,0
Ernakulam,2024-11,,,,,0.0,0
Ernakulam,2024-12,,,,,0.0,0
Idukki,2024-01,291.7648301235465,0.0033877755320349,-1.1144306271575215,-0.238646529441656,31.0,1
Idukki,2024-02,291.91460755813955,0.0006725108034388,-1.0267880461936774,-0.3165139930192814,29.0,1
Idukki,2024-03,293.29405886627904,0.0009398593805557,-0.6326021593670512,-0.2215840982836346,31.0,1
Idukki,2024-04,294.64998183139534,0.0034080639828083,-0.3172109515167946,-0.1991880549940952,30.0,1
Idukki,2024-05,294.4133811773256,0.0262694719225861,0.0894891827605491,0.0730467508005541,31.0,1
Idukki,2024-06,293.5961573401163,0.0169934907624887,0.7315179248188817,0.1539032958274664,30.0,1
Idukki,2024-07,293.24096111918607,0.0174506888833156,1.0571739729060683,-0.119284008824548,31.0,1
Idukki,2024-08,293.0735147165698,0.0102473996406377,0.4229664469874182,-0.0388713881026866,31.0,1
Idukki,2024-09,292.55087209302326,0.0061212764229885,0.4637189022330351,-0.1291191633357558,30.0,1
Idukki,2024-10,292.59972292877904,0.0084126751090204,-0.1462899806887604,0.0486318676970725,31.0,1
Idukki,2024-11,292.1835483284884,0.0082328749257464,-0.7140706528064816,-0.2570641983387082,30.0,1
Idukki,2024-12,291.7419831031977,0.0038989733817965,-0.6685714721679688,-0.2463561213293741,30.0,1
Kannur,2024-01,,,,,0.0,0
Kannur,2024-02,,,,,0.0,0
Kannur,2024-03,,,,,0.0,0
Kannur,2024-04,,,,,0.0,0
Kannur,2024-05,,,,,0.0,0
Kannur,2024-06,,,,,0.0,0
Kannur,2024-07,,,,,0.0,0
Kannur,2024-08,,,,,0.0,0
Kannur,2024-09,,,,,0.0,0
Kannur,2024-10,,,,,0.0,0
Kannur,2024-11,,,,,0.0,0
Kannur,2024-12,,,,,0.0,0
Kasaragod,2024-01,,,,,0.0,0
Kasaragod,2024-02,,,,,0.0,0
Kasaragod,2024-03,,,,,0.0,0
Kasaragod,2024-04,,,,,0.0,0
Kasaragod,2024-05,,,,,0.0,0
Kasaragod,2024-06,,,,,0.0,0
Kasaragod,2024-07,,,,,0.0,0
Kasaragod,2024-08,,,,,0.0,0
Kasaragod,2024-09,,,,,0.0,0
Kasaragod,2024-10,,,,,0.0,0
Kasaragod,2024-11,,,,,0.0,0
Kasaragod,2024-12,,,,,0.0,0
Kollam,2024-01,,,,,0.0,0
Kollam,2024-02,,,,,0.0,0
Kollam,2024-03,,,,,0.0,0
Kollam,2024-04,,,,,0.0,0
Kollam,2024-05,,,,,0.0,0
Kollam,2024-06,,,,,0.0,0
Kollam,2024-07,,,,,0.0,0
Kollam,2024-08,,,,,0.0,0
Kollam,2024-09,,,,,0.0,0
Kollam,2024-10,,,,,0.0,0
Kollam,2024-11,,,,,0.0,0
Kollam,2024-12,,,,,0.0,0
Kottayam,2024-01,,,,,0.0,0
Kottayam,2024-02,,,,,0.0,0
Kottayam,2024-03,,,,,0.0,0
Kottayam,2024-04,,,,,0.0,0
Kottayam,2024-05,,,,,0.0,0
Kottayam,2024-06,,,,,0.0,0
Kottayam,2024-07,,,,,0.0,0
Kottayam,2024-08,,,,,0.0,0
Kottayam,2024-09,,,,,0.0,0
Kottayam,2024-10,,,,,0.0,0
Kottayam,2024-11,,,,,0.0,0
Kottayam,2024-12,,,,,0.0,0
Kozhikode,2024-01,,,,,0.0,0
Kozhikode,2024-02,,,,,0.0,0
Kozhikode,2024-03,,,,,0.0,0
Kozhikode,2024-04,,,,,0.0,0
Kozhikode,2024-05,,,,,0.0,0
Kozhikode,2024-06,,,,,0.0,0
Kozhikode,2024-07,,,,,0.0,0
Kozhikode,2024-08,,,,,0.0,0
Kozhikode,2024-09,,,,,0.0,0
Kozhikode,2024-10,,,,,0.0,0
Kozhikode,2024-11,,,,,0.0,0
Kozhikode,2024-12,,,,,0.0,0
Malappuram,2024-01,,,,,0.0,0
Malappuram,2024-02,,,,,0.0,0
Malappuram,2024-03,,,,,0.0,0
Malappuram,2024-04,,,,,0.0,0
Malappuram,2024-05,,,,,0.0,0
Malappuram,2024-06,,,,,0.0,0
Malappuram,2024-07,,,,,0.0,0
Malappuram,2024-08,,,,,0.0,0
Malappuram,2024-09,,,,,0.0,0
Malappuram,2024-10,,,,,0.0,0
Malappuram,2024-11,,,,,0.0,0
Malappuram,2024-12,,,,,0.0,0
Palakkad,2024-01,294.8677230342742,0.0018319152295589,-1.552410125732422,-0.4590335353728264,31.0,1
Palakkad,2024-02,296.0170110887097,5.918162904920117e-05,-1.3147053872385333,-0.4611093459590789,29.0,1
Palakkad,2024-03,297.5769279233871,0.0004091378181211,-0.213666392910865,0.0173634559877457,31.0,1
Palakkad,2024-04,298.93882308467744,0.0008917029706701,0.223920791379867,0.1482231386246219,30.0,1
Palakkad,2024-05,297.6931388608871,0.0158011528753465,0.3996323923910818,0.2654735196021295,31.0,1
Palakkad,2024-06,296.47202620967744,0.0149725194900266,1.024637591454291,0.6579370191020351,30.0,1
Palakkad,2024-07,295.8262663810484,0.0181173047711772,1.2774554837134575,0.6057986597861013,31.0,1
Palakkad,2024-08,295.89254662298384,0.0070051945024921,0.685026599514869,0.3943729092997889,31.0,1
Palakkad,2024-09,295.67779737903226,0.0042383531408925,0.7936940962268461,0.4880804246471774,30.0,1
Palakkad,2024-10,295.6618258568548,0.0074611464815755,0.004895887067241,0.2314911811582503,31.0,1
Palakkad,2024-11,295.0089150705645,0.002798736576111,-0.9649047236288748,-0.3202880121046497,30.0,1
Palakkad,2024-12,294.57065902217744,0.0024029809621072,-0.9259744459582914,-0.2601485098561933,30.0,1
Pathanamthitta,2024-01,,,,,0.0,0
Pathanamthitta,2024-02,,,,,0.0,0
Pathanamthitta,2024-03,,,,,0.0,0
Pathanamthitta,2024-04,,,,,0.0,0
Pathanamthitta,2024-05,,,,,0.0,0
Pathanamthitta,2024-06,,,,,0.0,0
Pathanamthitta,2024-07,,,,,0.0,0
Pathanamthitta,2024-08,,,,,0.0,0
Pathanamthitta,2024-09,,,,,0.0,0
Pathanamthitta,2024-10,,,,,0.0,0
Pathanamthitta,2024-11,,,,,0.0,0
Pathanamthitta,2024-12,,,,,0.0,0
Thiruvananthapuram,2024-01,,,,,0.0,0
Thiruvananthapuram,2024-02,,,,,0.0,0
Thiruvananthapuram,2024-03,,,,,0.0,0
Thiruvananthapuram,2024-04,,,,,0.0,0
Thiruvananthapuram,2024-05,,,,,0.0,0
Thiruvananthapuram,2024-06,,,,,0.0,0
Thiruvananthapuram,2024-07,,,,,0.0,0
Thiruvananthapuram,2024-08,,,,,0.0,0
Thiruvananthapuram,2024-09,,,,,0.0,0
Thiruvananthapuram,2024-10,,,,,0.0,0
Thiruvananthapuram,2024-11,,,,,0.0,0
Thiruvananthapuram,2024-12,,,,,0.0,0
Thrissur,2024-01,296.45350060096155,0.0025030076503753,-1.5554087712214544,-0.5805870936467097,31.0,1
Thrissur,2024-02,297.5887920673077,0.0001365658827126,-1.2898122347318208,-0.7215498410738431,29.0,1
Thrissur,2024-03,298.56295072115387,0.0010424878161687,-0.3943213682908278,-0.0487229273869441,31.0,1
Thrissur,2024-04,299.4620079627404,0.0024743091601591,-0.2043830431424654,-0.0421453622671274,30.0,1
Thrissur,2024-05,298.488525390625,0.0251365005970001,-0.1095068271343524,0.0090622535118689,31.0,1
Thrissur,2024-06,297.41030649038464,0.0179998404704607,0.4996013641357422,0.5897781665508564,30.0,1
Thrissur,2024-07,296.9443547175481,0.0218785955355717,0.970037607046274,0.0143028405996469,31.0,1
Thrissur,2024-08,296.8811598557692,0.0097374136631305,0.267117793743427,0.0634436240563025,31.0,1
Thrissur,2024-09,296.7221867487981,0.0063305250727213,0.5719732137826773,-0.3100492037259615,30.0,1
Thrissur,2024-10,296.5485276442308,0.0074635090736242,-0.7135330346914438,0.3729231174175555,31.0,1
Thrissur,2024-11,296.3483135516827,0.003138590317506,-1.048895762516902,-0.5326194763183594,30.0,1
Thrissur,2024-12,295.78628305288464,0.0029963730619503,-1.125696622408353,-0.6406480349027194,30.0,1
Wayanad,2024-01,,,,,0.0,0
Wayanad,2024-02,,,,,0.0,0
Wayanad,2024-03,,,,,0.0,0
Wayanad,2024-04,,,,,0.0,0
Wayanad,2024-05,,,,,0.0,0
Wayanad,2024-06,,,,,0.0,0
Wayanad,2024-07,,,,,0.0,0
Wayanad,2024-08,,,,,0.0,0
Wayanad,2024-09,,,,,0.0,0
Wayanad,2024-10,,,,,0.0,0
Wayanad,2024-11,,,,,0.0,0
Wayanad,2024-12,,,,,0.0,0
